리뷰번호,리뷰작성일시,작성자종류,주문번호,리뷰평점,상품명,상품코드,리뷰내용,지급완료적립금액,구매옵션,작성플랫폼
7769,2025-02-09 14:56,회원,20250206-0000136-01,5,아가페스톤 커플세트,P0000CHB,"블랙색상이고급스럽고예뻐요
귀여운물고기에반짝이는큐빅까지
아이들이잘커주길바라는마음으로남편과커플로착용했어요
사이즈도여유있고맘에드네요",1100,오닉스 S/오닉스 L,알파리뷰
7771,2025-02-10 2:41,시스템수집,,5,팬텀골드 커플세트,P0000CHR,가볍고 얇아 편해요.(2025-02-09 09:51:20 에 등록된 네이버 페이 구매평),0, ,CAFE24
7772,2025-02-10 2:41,시스템수집,,5,팬텀골드 커플세트,P0000CHR,선물용으로도 강추입니다.(2025-02-09 09:51:37 에 등록된 네이버 페이 구매평),0, ,CAFE24
7773,2025-02-10 2:47,시스템수집,,5,자마노 아가페스톤,P0000CHD,아이를 위해서 항상 착용합니다~ 디자인도 너무 예뻐요~(2025-02-09 22:41:29 에 등록된 네이버 페이 구매평),0, ,CAFE24
7774,2025-02-10 2:47,시스템수집,,5,쇼핑백,P0000BVU,좋아요 적극추천 배송굿(2025-02-09 22:18:26 에 등록된 네이버 페이 구매평),0, ,CAFE24
7777,2025-02-11 2:41,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"건강해지려고 구매 했습니다~
잘 끼고 다닐께요(2025-02-10 09:30:53 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7778,2025-02-11 3:24,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	가볍고 착용감 좋습니다
그리고 기분상 자식들에게 좋은 기운이 전해질것 같습니다

				
				
(2025-02-10 21:12:46 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7779,2025-02-11 19:16,회원,20250207-0000188-01,5,릴렉스톤 커플세트,P0000CHK,예쁘고 다른것도 이곳에서 구매해서 잘어울려요,1100,헤마타이트 XL/헤마타이트 XL,알파리뷰
7788,2025-02-12 2:41,시스템수집,,5,아가페스톤 커플세트,P0000CHB,"남편이랑 커플로 주문했는데
사이즈 잘 맞아요
색깔이 쨍하지는 않습니다(2025-02-11 09:49:31 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7791,2025-02-12 19:00,회원,20250210-0000350-01,5,비전스톤 커플세트,P0000CIW,좋은제품 여친이랑잘쓸게용,1100,S/M,알파리뷰
7793,2025-02-12 19:35,회원,20250210-0000599-01,5,팬텀골드 커플세트,P0000CHR,"키링을 먼저 사고 너무 예뻐서 선물용으로 구매했는데~
역시나!!@.@
넘 예뻐요~~",600,M/XL,알파리뷰
7794,2025-02-12 20:00,회원,20250210-0000315-01,5,오노마스톤 커플세트,P0000CJH,"남자친구랑 같이 착용하려구요😍
너무 예쁘고 고급지네요~!!
다른것도 구매하고싶어요ㅎㅎ",1100,XS/L,알파리뷰
7797,2025-02-13 2:48,시스템수집,,5,아가페스톤 커플세트,P0000CHB,"이미지보다 더 예뻐요
의미도 깊어 너무 맘에 듭니다(2025-02-12 22:53:32 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7798,2025-02-13 19:29,회원,20250211-0000356-01,5,아가페스톤 커플세트,P0000CHB,"오닉스를 혼자 샀다가 딸아이도 갖고싶어해서 커플로 또 주문해서 전 두개를 찹니다.
두개 같이하니 더 이쁘고 만족스럽네요.",600,자마노 M/자마노 L,알파리뷰
7800,2025-02-14 0:59,NPAY 비회원,20250212-0000146-01,5,팬텀골드 커플세트,P0000CHR,"너무 너무 이뻐요🩷
신랑이랑 커플로했는데 시간이 갈수록 이쁘네요",300,M/L,알파리뷰
7803,2025-02-14 20:10,회원,20250212-0000495-01,5,팬텀골드 커플세트,P0000CHR,넘 이뻐요!!세번째 커플팔찐데 넘 맘에 듭니다,1100,M/XXL,알파리뷰
7551,2025-01-14 2:46,시스템수집,,4,자마노 레브스톤 4mm,P0000BLN,배송도 빠르고 색감이 다운됐지만 이쁘네요(2025-01-13 16:58:07 에 등록된 네이버 페이 구매평),0, ,CAFE24
7805,2025-02-14 21:08,회원,20250212-0000666-01,5,자마노 레브스톤 4mm,P0000BLN,제가써지컬알러지가있어서조금걱정스럽긴한데원석이라니며칠차볼게요^^,600,S,알파리뷰
7806,2025-02-15 17:35,회원,20250212-0000238-01,5,가넷 델피니스톤,P0000CKE,너무 예뻐요 !,800,L,알파리뷰
7809,2025-02-15 21:04,회원,20250213-0000351-01,5,자마노 아가페스톤,P0000CHD,"생각보다 받아보니 더 이뿌네요~^^ 배송도 진짜 빠르고 
열시히 잘하고 다닐께요~",600,M,알파리뷰
7810,2025-02-16 2:34,시스템수집,,5,자마노 레브스톤 4mm,P0000BLN,"
	사이즈가 딱 이네요

				
				
(2025-02-15 03:37:55 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7811,2025-02-16 2:41,시스템수집,,5,자마노 레브스톤 4mm,P0000BLN,예쁘고 사이즈 잘맞아요(2025-02-15 07:53:58 에 등록된 네이버 페이 구매평),0, ,CAFE24
7812,2025-02-16 7:32,회원,20250213-0000084-01,5,호안 헬리오스 아우라 세트,P0000BWR,배송빠르고 너무 이뻐요. 만족합니다,1100,XL,알파리뷰
7813,2025-02-18 17:48,회원,20250210-0000601-01,5,오닉스 아가페스톤,P0000CHC,제가 한거보고 친구들이 이쁘다고 같이  할려고  추가주문했어요~~♡,1100,L,알파리뷰
7814,2025-02-18 17:49,회원,20250210-0000601-02,5,아가페스톤 커플세트,P0000CHB,제가 한거보고 친구들이 이쁘다고 같이  할려고  추가주문했어요~~♡,1100,오닉스 XL/오닉스 XL,알파리뷰
7815,2025-02-18 19:02,회원,20250216-0000439-01,5,호안오닉스 팬텀골드,P0000BWS,"1년정도됬는데 사용하다 끊어져서 재구입했어요
느낌 좋아요^^",1100,XL,알파리뷰
7816,2025-02-18 19:21,회원,20250216-0000551-01,5,팬텀골드 커플세트,P0000CHR,너무 고급스럽고 마음에 듭니다.,600,주문제작 (상담하기 또는 배송메세지에 남겨주세요.)/S,알파리뷰
7818,2025-02-18 19:40,비회원,20250214-0000440-01,5,자마노 레브스톤 4mm,P0000BLN,"잘 산거 같아요
크기도 만족스러워요^^",600,XL,알파리뷰
7819,2025-02-18 19:49,회원,20250216-0000592-01,5,호안오닉스 팬텀골드,P0000BWS,아주만족합니다. 약간번쩍 거리는게 아주 이쁘네요.ㅎ,1100,L,알파리뷰
7822,2025-02-18 19:59,회원,20250214-0000578-01,5,테라헤르츠 아우라 키링,P0000BQR,너무 이뿝니다~ 퀄리티 좋고 저가형 키링과는 완전히 다릅니다 차키가 너무 고급져 졌어요.  포장도 너무 정성스럽고 케이스마저 고급스럽습니다. 너무 만족해요 제가 사용하려고 주문했는데 선물할때 생기면 꼭 선물로 찜입니다,1100,,알파리뷰
7823,2025-02-18 20:02,회원,20250215-0000197-01,5,오닉스 소브스톤,P0000BNC,키링과 같이 주문했는데 포장깔끔하고 팔찌 너무 이뻐요 과하게 크진않고 적당합니다 몸에도 좋은기운이 생긴다니 너무 좋네요~~  손은 안이뿐데 팔찌가 예쁩니다,1100,S,알파리뷰
8198,2025-04-13 2:59,시스템수집,,4,그린오닉스 힐링스톤,P0000CKO,"배송은 다소 늦어 불만이었지만 영록한 초록빛이 빛난 독특한 팔찌라 만족하고 사은품 호안석 키링도 멋지고 만족합니다~~~^^^

				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
(2025-04-12 14:09:58 에 등록된 네이버 페이 구매평)",0,,CAFE24
7828,2025-02-18 23:13,NPAY 비회원,20250214-0000254-01,5,테라헤르츠 아우라 키링,P0000BQR,생각보다 귀엽고 차키에 잘어울려요~ 이쁘게 잘 할께요~ㅎ,600,,알파리뷰
7830,2025-02-19 9:19,회원,20250208-0000191-01,1,팬텀골드 커플세트,P0000CHR,"두세번 착용한 것 같은데, 벌써 줄이 늘어난 느낌이에요.
금방 끊어지진 않겠죠..?
디자인은 상품페이지 화면과 동일해요. 이쁘네요.
남자친구도 좋아했어요.
사실 디자인보다 건강 성공 등등 의미가 좋아서 산거니까~ 앞으로 좋은일이 있겠죠!",1100,L/L,알파리뷰
8107,2025-03-27 2:41,시스템수집,,4,팬텀골드 커플세트,P0000CHR,부적처럼 호안석의 힘을 믿어보려합니다(2025-03-26 08:27:02 에 등록된 네이버 페이 구매평),0,,CAFE24
7832,2025-02-19 19:28,NPAY 비회원,20250217-0000307-01,5,팬텀골드 커플세트,P0000CHR,반짝반짝 거려서 더 예쁜것 같아요,600,S/XXL,알파리뷰
7550,2025-01-09 2:42,시스템수집,,4,호안크리스탈 아레테스톤,P0000CHN,사이즈 잘 맞고 사진과 같이 실물도 예쁘네요(2025-01-08 09:01:45 에 등록된 네이버 페이 구매평),0, ,CAFE24
7841,2025-02-21 2:42,시스템수집,,5,자마노 아가페스톤,P0000CHD,너무너무 예쁘게 잘 착용중입니다.(2025-02-20 10:58:46 에 등록된 네이버 페이 구매평),0, ,CAFE24
8460,2025-05-11 2:46,시스템수집,,4,자마노 아가페스톤,P0000CHD,사이즈미스로  살짝  크네요.그래도  자식  잘되길  바라는마음으로  받자마자  팔목에  찼네요.(2025-05-10 16:57:20 에 등록된 네이버 페이 구매평),0,,CAFE24
7843,2025-02-21 3:43,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"
	사이즈도 딱 맞고 넘 예쁘네요♡
우정 팔찌로 했는데 넘 맘에듭니다~

				
				
(2025-02-20 23:07:43 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7846,2025-02-21 7:58,회원,20250215-0000041-01,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,호안석 구입하면서 자마노의 행운도 같이 받을려고 구입했어요,1100,S,알파리뷰
7847,2025-02-21 8:10,회원,20250215-0000041-02,5,호안오닉스 팬텀골드,P0000BWS,"재물과 부의 기운이 들어왔음 해서 주문했어요
디자인도 밋밋하지 않고 예쁘네요",1100,S,알파리뷰
7849,2025-02-21 19:49,NPAY 비회원,20250220-0000139-01,5,쇼핑백,P0000BVU,만족 합니다. 굿~^^,0,size: 13.5 x 15 x 9(cm),알파리뷰
7787,2025-02-12 2:40,시스템수집,,4,팬텀골드 커플세트,P0000CHR,사장님 이쁜데 남틴도 저도 헐렁해서 잃어버렸어요ㅠㅠ 다움에 살때는 작은 사이즈로 사야겠어용(2025-02-11 07:54:38 에 등록된 네이버 페이 구매평),0, ,CAFE24
7852,2025-02-22 19:03,회원,20250217-0000512-01,5,팬텀골드 커플세트,P0000CHR,이뻐요~  근데  남친이  크기가  작다고  해서  다른거  주문요~,600,M/L,알파리뷰
7856,2025-02-23 3:30,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,"
	좋아서 또 구매할께요 굿굿   

				
				
(2025-02-22 19:11:13 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7857,2025-02-24 2:42,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"
	이뻐요! 가볍고 커플템으로 추천!

				
				
(2025-02-23 10:04:55 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7804,2025-02-14 20:15,회원,20250211-0000094-01,4,팬텀골드 커플세트,P0000CHR,사진처럼 깔끔하고 예쁘네요,1100,L/XL,알파리뷰
7859,2025-02-25 3:21,시스템수집,,5,아르켄스톤 커플세트,P0000CJJ,"
	배송도빠르고실물이더예쁜팔찌였어요
팔찌만든재료들의의미도상세히적혀있어더
기분좋게하고다닌답니다

				
				
(2025-02-24 22:29:40 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7863,2025-02-25 20:00,NPAY 비회원,20250221-0000214-01,5,팬텀골드 커플세트,P0000CHR,깔끔하고 단순한 디자인이라서 평상시에도 착용하기 좋아요. 조금 가느다랗다는 느낌이긴한데 저희는 레이어드할 생각이라서 만족스럽습니다.포장도 고급지게 보내주셔서 별 다섯개 더 드리고 싶네요,1100,M/XXL,알파리뷰
7865,2025-02-25 20:54,NPAY 비회원,20250223-0000395-01,5,루틸쿼츠 에포나스톤,P0000CKC,"이뻐서 항상 차고 다니고 싶어요
싶어여",600,M,알파리뷰
7866,2025-02-25 21:01,회원,20250223-0000234-01,5,아가페스톤 커플세트,P0000CHB,"색깔,디자인 예쁩니다. 의미있는 팔찌이니 계속 착용하면서 아이의 행복을 기원합니다",1100,자마노 M/오닉스 L,알파리뷰
7870,2025-02-26 2:57,시스템수집,,5,호안닉스 아르켄스톤,P0000CJI,"
	행운이 가득하길 염원하면서 내몸과 한몽이되어 볼께요~~^^

				
				
(2025-02-25 14:54:36 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7871,2025-02-26 3:18,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	사이즈가 좀 큰거같아요
좀더 밝고 쨍하면 이쁠꺼 같아요

				
				
(2025-02-25 19:54:02 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7873,2025-02-26 19:19,회원,20250224-0000162-01,5,자마노 아가페스톤,P0000CHD,"색상도 이쁘고 너무 맘에 들어요
아이가 올한해 좋은일만 있기를 바래봅니다",1100,M,알파리뷰
8522,2025-05-15 20:00,회원,20250512-0000241-01,4,그린오닉스 힐링스톤,P0000CKO,색상이 많은 차이가 있네요,600,사이즈=S,알파리뷰
7880,2025-02-28 2:44,시스템수집,,5,자마노 아가페스톤,P0000CHD,"사이즈 적당하서 레이어드해서 착용하기 예쁩니다.
레드라서 포인트 주기에도 좋아요(2025-02-27 13:51:42 에 등록된 네이버 페이 구매평)",0, ,CAFE24
8169,2025-04-06 23:53,NPAY 비회원,20250403-0000355-01,4,자마노 레브스톤 4mm,P0000BLN,"색상이 튀지않아서 좋습니다.
포장이 고급져서 감사했는데 저에겐 사용하기가
좀 과해서요ㅠㅠ",600,사이즈=L,알파리뷰
7885,2025-02-28 19:12,회원,20250223-0000474-01,5,골드자마노 루미나스톤,P0000BXR,예뻐요. 더블로해도 예쁠거 같아서 더 주문하려고요.,1100,M,알파리뷰
7892,2025-02-28 21:30,NPAY 비회원,20250226-0000466-01,1,화이트쉘 아멘티스톤 목걸이,P0000BOY,구매하고나니 호환석 키링 증정이벤트가 하내요,600,Free,알파리뷰
7898,2025-03-02 22:27,NPAY 비회원,20250226-0000557-01,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,"굵은 손목이지만 이쁘고 편해요
좋은 일들만 있음ᆢ좋겟어요",1100,L,알파리뷰
7899,2025-03-01 2:58,시스템수집,,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,"
	이뻐요 ㅎ제가 손목이 굵 ᆢ
엑스라지 시킬것 그랫나봐요ㅎ
그래도 이쁘고 맘에 들어요~^^

				
				
(2025-02-28 13:01:22 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7900,2025-03-02 2:51,시스템수집,,5,자마노 레브스톤 4mm,P0000BLN,"
	부담없이 하고 다니기 좋아요

				
				
(2025-03-01 12:00:39 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7901,2025-03-02 2:43,시스템수집,,5,호안석 골드 플렌티스톤,P0000BPL,너무 이쁘고. 고급스럽습니다 .그래서 다른거 하나더 주문했어요.(2025-03-01 11:36:03 에 등록된 네이버 페이 구매평),0, ,CAFE24
7903,2025-03-01 2:49,시스템수집,,5,팬텀골드 커플세트,P0000CHR,너무 이뻐여 맘에들어여 행운이 꼭 왓음좋겟어여(2025-02-28 23:52:53 에 등록된 네이버 페이 구매평),0, ,CAFE24
7904,2025-03-05 2:46,시스템수집,,5,델피니스톤 커플세트,P0000CKG,"넘이뻐요
또사고싶네요(2025-03-04 19:55:08 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7906,2025-03-06 2:56,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	귀엽고 넘 이뽀요....요즘 팔에 매일 주문을 외우며 채우고 다니고있어요..^^

				
				
(2025-03-05 16:03:57 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7907,2025-03-06 19:13,NPAY 비회원,20250228-0000490-01,5,터키석 수에르스톤 체인,P0000BOT,넘 이쁘고 화사한 봄에 잘어울리겠어요,600,Free,알파리뷰
7909,2025-03-06 19:23,회원,20250301-0000446-01,5,자마노 아가페스톤,P0000CHD,맘에 듭니다. 물고기자리인 내가 물고기자리인 딸을 위해 물고기팔찌를 했네요. 가늘고 심플해서 부담없이 잘 하고 다닐것 같아요.,1100,S,알파리뷰
7910,2025-03-06 19:29,NPAY 비회원,20250301-0000625-01,5,팬텀골드 커플세트,P0000CHR,"보고있으면 기분이
좋아져요 감사합니다!",600,M/L,알파리뷰
7911,2025-03-06 19:29,비회원,20250301-0000465-01,5,아가페스톤 커플세트,P0000CHB,딸과 커플로 착용했는데 좋아요~~ 이쁘구요,600,오닉스 M/오닉스 XS,알파리뷰
7916,2025-03-06 19:57,회원,20250302-0000216-01,5,자마노 아가페스톤,P0000CHD,잃어버려서 황급히 하나더 주문했습니다 사음품 키링도 가방에 달고가니고 기분이 안정되면서 좋았어요,1100,XL,알파리뷰
7917,2025-03-06 19:59,회원,20250302-0000084-01,5,팬텀골드 커플세트,P0000CHR,0.5주려다라고 부탁들려는데 넘이쁘게 줄려주시고 팔지도 넘 이뻐요~,600,S/M,알파리뷰
7918,2025-03-06 19:59,NPAY 비회원,20250301-0000524-01,2,루틸쿼츠 에포나스톤,P0000CKC,사진에서는 알이 딱 좋은크기로 보였는데 알이 많이 작더라구요. 이 가격에 이 알크기는 좀 아닌거 같아요,600,L,알파리뷰
7919,2025-03-06 20:16,회원,20250303-0000237-01,5,자마노 아가페스톤,P0000CHD,"울 아이들에게 좋은일만 생기길 바라며 구매 했네요
이뻐요~~",600,M,알파리뷰
7920,2025-03-06 20:22,회원,20250303-0000073-01,5,자마노 아가페스톤,P0000CHD,좋은내요,300,M,알파리뷰
7921,2025-03-06 20:34,회원,20250228-0000194-01,5,호안오닉스 엔고르 키링,P0000BQF,"정말 고급지고  맘에듬니다
사은품주신 키링 따로 구매하고싶은  욕구 ㅎㅎ  정말  감사히  잘 쓰겠씀당
너무 예뻐요  ᆢ또  금방 구매할듯 ᆢ선물로도 강추",600,,알파리뷰
7925,2025-03-06 20:55,비회원,20250301-0000269-01,5,그린오닉스 힐링스톤,P0000CKO,"싸이즈 딱 맞고 색깔 예뻐요.
키링도 예쁘고.",600,XS,알파리뷰
7926,2025-03-06 21:26,회원,20250228-0000370-01,5,호안석 인페르노 목걸이,P0000BXI,"사진그대로 이뻐요~
프리사이즈로 했는데 딱이네요!",600,주문제작 (상담하기 또는 배송 메시지에 남겨주세요.),알파리뷰
7928,2025-03-06 22:57,회원,20250302-0000779-01,5,호안닉스 아르켄스톤,P0000CJI,이뻐요^^,800,S,알파리뷰
8092,2025-03-26 2:49,시스템수집,,4,호안닉스 아르켄스톤,P0000CJI,"색상이나 사이즈는 좋아요
고무줄은 조금 잘 늘어나네요
좀 약한 느낌 드는건 살짝 아쉽습니다(2025-03-25 23:15:14 에 등록된 네이버 페이 구매평)",0,,CAFE24
7931,2025-03-07 3:25,시스템수집,,5,라피스 마레스톤,P0000CKL,"
	너무예쁜데 약간 키네요. 17로할걸 다시 재주문해야겄어요. 너무예뻐요

					
				
(2025-03-06 19:59:28 에 등록된 네이버 페이 구매평)",0, ,CAFE24
